id_orgao,ano_licitacao,nr_licitacao,nr_item,ds_item,qt_itens_licitacao,sg_unidade_medida,vl_unitario_homologado,vl_total_homologado
54100,2018,1,3,"ALFACE, TIPO CRESPA, VERDE, TAMANHO MÉDIO. AS FOLHAS DEVERÃO SER LIMPAS, SEM MARCAS DE PICADAS DE INSETOS, SEM NENHUM DEFEITO QUE POSSA ALTERAR SUA APARÊNCIA E QUALIDADE. PESO MÍNIMO POR UNIDADE DE 200G. EMBALAGEM PRIMÁRIA: CAIXAS AREJADAS E RETORNÁVEIS.",2400.00,UN,"",""
54100,2018,1,4,"ARROZ, TIPO 01, BRANCO, BENEFICIADO POLIDO, LONGO FINO, COM NO MÍNIMO 90% DE GRÃOS INTEIROS, SEM GLÚTEN, ISENTO DE MATÉRIA TERROSA, DE PARASITOS, DE DETRITOS ANIMAIS E VEGETAIS. EMBALAGEM: PACOTE DE POLIETILENO ATÓXICO, RESISTENTE, PESO LÍQUIDO DE 1KG A 2KG.",1200.00,KG,"",""
54100,2018,1,5,ARROZ ORGÂNICO  TIPO 1 BENEFICIADO CLASSE LONGO E FINO PURO PRODUZIDO ECOLOGICAMENTE SEM USO DE AGROTÓXICO E ADUBO QUIMICO SEM GLUTEN COM CARIMBO DA LEI 10.831/03. EMBALAGEM PACOTE DE POLIETILENO ATÓXICO RESISTENTE PESO MINIMO 1KG,1200.00,KG,"",""
54100,2018,1,6,"BATATA INGLESA, LISA, COM POLPA INTACTA E LIMPA, COM COLORAÇÃO E TAMANHO UNIFORMES TÍPICOS DA VARIEDADE, SEM BROTOS, RACHADURAS OU CORTES NA CASCA, MANCHAS, MACHUCADURAS, BOLORES OU OUTROS DEFEITOS QUE POSSAM ALTERAR SUA APARÊNCIA E QUALIDADE, LIVRE DA MAIOR PARTE POSSÍVEL DE TERRA ADERENTE À CASCA E DE RESÍDUOS DE FERTILIZANTES, ISENTA DE UMIDADE EXTERNA ANORMAL. PROCEDENTE DE COLHEITA RECENTE. ",3900.00,KG,"",""
54100,2018,1,7,"BANANA PRATA, COM GRAU MÉDIO DE MATURAÇÃO, TAL QUE LHES PERMITA SUPORTAR TRANSPORTE, MANIPULAÇÃO, E CONSERVAÇÃO ADEQUADA PARA O CONSUMO MEDIATO. DEVE SER DE BOA QUALIDADE SEM MANCHAS.",18000.00,KG,"",""
54100,2018,1,8,"BEBIDA LÁCTEA COM IOGURTE. INGREDIENTES: LEITE, SORO DE LEITE, FERMENTO LÁCTEO, AÇÚCAR, POLPA DE FRUTA(S). EMBALAGEM: SACHET DE 1L. VALIDADE MÍNIMA DE 45 DIAS SOB REFRIGERAÇÃO.",6000.00,L,"",""
54100,2018,1,9,"BETERRABA, LISA, COM POLPA INTACTA E LIMPA, COM COLORAÇÃO E TAMANHO UNIFORMES TÍPICOS DA VARIEDADE, SEM BROTOS, RACHADURAS OU CORTES NA CASCA. ",2400.00,KG,"",""
54100,2018,1,10,"BERGAMOTA, COM GRAU DE MATURAÇÃO TAL QUE LHE PERMITA SUPORTAR TRANSPORTE, MANIPULAÇÃO E CONSERVAÇÃO ADEQUADA PARA CONSUMO MEDIATO E IMEDIATO, TAMANHO MÉDIO. FRUTO DA ESPÉCIE CITRUS METICULADA DE COR BRILHANTE E INTENSA, OU SEJA, COR ALARANJADA OU AMARELADA, DE SABOR ADOCICADO. DEVERÁ APRESENTAR COR, TAMANHO E CONFORMAÇÃO UNIFORMES, SEM MANCHAS, MACHUCADURAS, BOLORES, SUJIDADES, FERRUGEM OU OUTROS DEFEITOS QUE POSSAM ALTERAR SUA APARÊNCIA E QUALIDADE, LIVRE DE RESÍDUOS DE FERTILIZANTES. PROCEDENTE DE COLHEITA RECENTE.",6000.00,KG,"",""
54100,2018,1,71,"QUEIJO, TIPO MUSSARELA, FATIADO, MISTURA DE LEITE E/OU LEITE RECONSTITUIDO, COALHO E/OU OUTRAS ENZIMAS COAGULANTES, CLORETO DE SÓDIO E OUTRAS SUBSTÂNCIAS ALIMENTARES, ISENTO DE SUJIDADES E MATERIAL ESTRANHOS, SEM ASPECTO PEGAJOSO. FATIAS FINAS DE 18 A 20 G, EMBALADAS SEPARADAMENTE EM P´LÁSTICOS ATÓXICO.",720.00,KG,"",""
54100,2018,1,72,"ÓLEO REFINADO DE SOJA, TIPO 1, PREPARADO A PARTIR DE GRÃOS DE SOJA SÃOS E LIMPOS. FRASCO DE 900ML. EMBALAGEM PET COM ABSORVEDORES DE UV.",200.00,FR,"",""
54100,2018,1,73,"OVO BRANCO, MÉDIO, DE GALINHA, FRESCO, CASCA FIRME E HOMOGÊNEA, LISO, LIMPO, SEM RACHADURA. EMBALAGEM PRIMÁRIA: CAIXA COM 12 (DOZE) UNIDADES. NO RÓTULO DA EMBALAGEM DEVERÃO ESTAR IMPRESSAS DE FORMA CLARA E INDELÉVEL AS SEGUINTES INFORMAÇÕES: IDENTIFICAÇÃO DO PRODUTO INCLUSIVE A CLASSIFICAÇÃO E A MARCA, DATA DE FABRICAÇÃO, PRAZO DE VALIDADE E PESO LÍQUIDO. REGISTRO DA INSPEÇÃO SANITÁRIA. ",2680.00,DZ,"",""
54100,2018,1,74,"RAMO DE ERVAS FRESCAS CONTENDO MANJERIÇÃO, ALECRIM, MANJERONA. UNIDADE COM PESO DE NO MÍNIMO 100G. ",400.00,MOL,"",""
54100,2018,1,75,"TOMATE SALADA, FRESCO, COM COLORAÇÃO E TAMANHO UNIFORMES TÍPICOS DA VARIEDADE, SEM MANCHAS, MACHUCADURAS, BOLORES OU OUTROS DEFEITOS QUE POSSAM ALTERAR SUA APARÊNCIA E QUALIDADE. ",3000.00,KG,"",""
54100,2018,1,76,"ALFACE, TIPO CRESPA, VERDE, TAMANHO MÉDIO. AS FOLHAS DEVERÃO SER LIMPAS, SEM MARCAS DE PICADAS DE INSETOS, SEM NENHUM DEFEITO QUE POSSA ALTERAR SUA APARÊNCIA E QUALIDADE. PESO MÍNIMO POR UNIDADE DE 200G. EMBALAGEM PRIMÁRIA: CAIXAS AREJADAS E RETORNÁVEIS.",800.00,UN,"",""
54100,2018,1,77,"BANANA PRATA, COM GRAU MÉDIO DE MATURAÇÃO, TAL QUE LHES PERMITA SUPORTAR TRANSPORTE, MANIPULAÇÃO, E CONSERVAÇÃO ADEQUADA PARA O CONSUMO MEDIATO. DEVE SER DE BOA QUALIDADE SEM MANCHAS.",2000.00,KG,"",""
54100,2018,1,78,"BETERRABA, LISA, COM POLPA INTACTA E LIMPA, COM COLORAÇÃO E TAMANHO UNIFORMES TÍPICOS DA VARIEDADE, SEM BROTOS, RACHADURAS OU CORTES NA CASCA. ",800.00,KG,"",""
54100,2018,1,79,"CENOURA, LISA, COM POLPA INTACTA E LIMPA, COM COLORAÇÃO E TAMANHO UNIFORMES TÍPICOS DA VARIEDADE, SEM BROTOS, RACHADURAS OU CORTES NA CASCA, MANCHAS, MACHUCADURAS, BOLORES OU OUTROS DEFEITOS QUE POSSAM ALTERAR SUA APARÊNCIA E QUALIDADE, LIVRE DA MAIOR PARTE POSSÍVEL DE TERRA ADERENTE À CASCA E DE RESÍDUOS DE FERTILIZANTES. ISENTA DE UMIDADE EXTERNA ANORMAL. PROCEDENTE DE COLHEITA RECENTE.",800.00,KG,"",""
54100,2018,1,80,"FEIJÃO PRETO TIPO 1, ISENTO DE MATÉRIA TERROSA, DE PARASITAS, DE DETRITOS ANIMAIS OU VEGETAIS, PEDAÇOS DE GRÃOS ARDIDOS, BROTADOS, CHOCHOS, IMATUROS, MOFADOS, CARUNCHADOS, SAFRA NOVA. EMBALAGEM: PACOTE  POLIETILENO ATÓXICO, PESO LÍQUIDO 1KG.",100.00,KG,"",""
54100,2018,1,81,"TOMATE SALADA, FRESCO, COM COLORAÇÃO E TAMANHO UNIFORMES TÍPICOS DA VARIEDADE, SEM MANCHAS, MACHUCADURAS, BOLORES OU OUTROS DEFEITOS QUE POSSAM ALTERAR SUA APARÊNCIA E QUALIDADE. ",200.00,KG,"",""
70600,2018,1,1,"Alface  Compacta, firme, fresca, inteira e sã, no ponto de maturação adequado para o consumo. Isenta de sujidades e danos que afetem a sua aparência e utilização.  ",400.00,UN,2.50,1000.00
70600,2018,1,13,"Carne de frango - sobrecoxa  Embalado, congelado, com aspecto, cor, cheiro e sabor próprios, não amolecida e nem pegajosa. Registro no Ministério da Agricultura. Com prazo de validade mínima de 6 meses a contar da data de recebimento.  ",250.00,KG,7.49,1872.50
70600,2018,1,18,"Feijão preto a granel  Embalagem de 1kg, grãos de tamanho e formas naturais, limpos, isento de material terroso, sujidades e misturas de outras variedades. Acondicionados em pacotes transparentes.  ",100.00,KG,5.89,589.00
70600,2018,1,10,"Limão   Cravo, fresco, inteiro e são, no ponto de maturação adequado para o consumo. Isento de sujidades e danos que afetem a sua aparência e utilização.  ",20.00,KG,6.69,133.80
70600,2018,1,3,"Beterraba  Compacta, firme, fresca, inteira e sã, no ponto de maturação adequado para o consumo. Isenta de sujidades e danos que afetem a sua aparência e utilização.  ",180.00,KG,6.04,1087.20
70600,2018,1,4,"Repolho verde  Fresco, inteiro e são, no ponto de maturação adequado para o consumo. Isento de sujidades e danos que afetem a sua aparência e utilização.  ",280.00,UN,4.74,1327.20
70600,2018,1,5,"Couve-flor  Fresca, inteira e sã, no ponto de maturação adequado para o consumo. Isenta de sujidades e danos que afetem a sua aparência e utilização.  ",240.00,UN,5.12,1228.80
70600,2018,1,6,"Brócolis  Fresco, inteiro e são, no ponto de maturação adequado para o consumo. Isento de sujidades e danos que afetem a sua aparência e utilização.  ",240.00,UN,3.49,837.60
70600,2018,1,7,"Tempero verde  Fresco, dividido em molhos grandes, que contenham salsa e cebolinha sem folhas queimadas e amareladas. Isento de sujidades e danos que afetem a sua aparência e utilização.  ",40.00,UN,2.00,80.00
70600,2018,1,8,"Aipim  Descascado, cortado em pedaços de tamanho médio, de coloração normal (branca), congelado e acondicionado em embalagem plástica. Com validade mínima de 10 meses a contar da data de recebimento. Registro no Ministério da Agricultura.  ",200.00,KG,5.00,1000.00
70600,2018,1,9,"Laranja  Fresca, inteira e sã, no ponto de maturação adequado para o consumo. Isenta de sujidades e danos que afetem a sua aparência e utilização.  ",30.00,KG,4.24,127.20
70600,2018,1,11,"Suco de uva  Integral, tinto, não alcoólico, não fermentado, sem adição de açúcar, acondicionado em frascos devidamente lacrados, com prazo de validade mínima de 10 meses a contar da data de recebimento. Registro no Ministério da Agricultura.  ",300.00,L,9.78,2934.00
70600,2018,1,15,"Doce de fruta  Embalagem de 750g, cremoso, de frutas diversos sabores. Contendo fruta e açúcar. Validade mínima de 1 ano.  ",60.00,UN,8.54,512.40
70600,2018,1,16,"Extrato de tomate  Embalagem de 850g, a base de polpa de tomate, sal e açúcar.  ",50.00,UN,9.80,490.00
70600,2018,1,17,"Milho verde  Embalagem de 500g, congelado.  ",90.00,UN,4.49,404.10
70600,2018,1,12,"Leite  UHT, semi-desnatado, acondicionados em embalagens Tetra Pak Aseptic de 1 litro. Deve apresentar, no máximo, 1,3g de gordura saturada por porção de 200ml. Com prazo de validade mínima de 100 dias a contar da data de recebimento.  ",800.00,L,2.67,2136.00
70600,2018,1,14,"Carne de frango – peito  Embalado, congelado, desossado, sem pele, com aspecto, cor, cheiro e sabor próprios, não amolecida e nem pegajosa. Registro no Ministério da Agricultura. Com prazo de validade mínima de 6 meses a contar da data de recebimento.  ",250.00,KG,11.25,2812.50
70600,2018,1,2,"Cenoura  Compacta, firme, fresca, inteira e sã, no ponto de maturação adequado para o consumo. Isenta de sujidades e danos que afetem a sua aparência e utilização.  ",180.00,KG,4.47,804.60
71700,2018,1,7,"Biscoito caseiro amanteigado. Embalagens íntegras, pacote de polietileno atóxico, resistente com data de embalagem e validade, contendo peso do produto.",140.00,KG,"",""
71700,2018,1,16,"Chuchu. Tamanhos regulares, limpo, em bom estado de conservação e maturação, com a coloração específica do produto, de colheita recente. Embalagem em kg conforme pedido.",205.00,KG,"",""
71700,2018,1,19,"Espinafre. Tamanho regular, limpo, de colheita recente, em bom estado de conservação e maturação, com a coloração específica do produto. Embalagem em molhos conforme pedido.",50.00,MOL,"",""
71700,2018,1,8,"Biscoito caseiro de mel. Embalagens íntegras, pacote de polietileno atóxico, resistente com data de embalagem e validade, contendo peso do produto. ",15.00,KG,"",""
71700,2018,1,2,"Alho. Tamanhos regulares, limpo, em bom estado de conservação e maturação, com a coloração específica do produto, de colheita recente. Embalagem em kg conforme pedido.",10.60,KG,"",""
71700,2018,1,6,"Beterraba. Tamanhos regulares, lisa, com polpa intacta e limpa, com coloração e tamanho uniformes típicos da variedade, sem brotos, rachaduras ou cortes na casca, manchas, machucaduras, bolores ou outros defeitos que possam alterar sua aparência e qualidade, de colheita recente em bom estado de conservação e maturação, com a coloração específica do produto. Embalagem em kg conforme pedido.",250.00,KG,"",""
71700,2018,1,31,"Tempero verde, fresco, em molhos, tamanhos regulares que contenham salsa e cebolinha, limpa, em bom estado de conservação e maturação, de colheita recente, com coloração específica do produto. Embalagem em molhos conforme pedido. ",810.00,MOL,"",""
71700,2018,1,17,"Couve de galhos. Tipo couve manteiga, de galhos. Tamanhos regulares, limpa, em bom estado de conservação e maturação, de colheita recente, com a coloração específica do produto. Embalagem em molhos conforme pedido.",120.00,MOL,"",""
71700,2018,1,10,"Biscoito caseiro de nata. Embalagens íntegras, pacote de polietileno atóxico, resistente com data de embalagem e validade, contendo peso do produto.",139.00,KG,"",""
71700,2018,1,1,"Alface. Tamanhos regulares, limpa, em bom estado de conservação e maturação, com a coloração específica do produto, de colheita recente. Embalagem em unidades conforme pedido.",1000.00,UN,"",""
71700,2018,1,12,"Biscoito caseiro rosca branca. Embalagens íntegras, pacote de polietileno atóxico, resistente com data de embalagem e validade, contendo peso do produto.",15.00,KG,"",""
71700,2018,1,29,"Repolho. Tamanhos regulares, limpo, em bom estado de conservação e maturação, com a coloração específica do produto. Embalagem conforme pedido.",460.00,UN,"",""
71700,2018,1,4,"Batata Doce. Tamanhos regulares, limpa, em bom estado de conservação e maturação, com a coloração específica do produto, de colheita recente. Embalagem conforme pedido.",390.00,KG,"",""
71700,2018,1,9,"Biscoito caseiro de maisena. Embalagens íntegras, pacote de polietileno atóxico, resistente com data de embalagem e validade, contendo peso do produto.",104.00,KG,"",""
71700,2018,1,24,"Massa espaguete para sopa. Com ovos, congelada. Embalagens íntegras, com ausência de sujidades, com composição do produto e data de validade de no mínimo 02 meses contados a partir da data de entrega",172.00,KG,"",""
71700,2018,1,20,"Feijão preto. Safra 2017/2018, formatos naturais, maduros e secos. Embalagens íntegras, pacote de polietileno atóxico, com data de embalagem e validade, resistente, contendo peso líquido.",700.00,KG,"",""
71700,2018,1,32,"Tomate coração de boi, novo da safra, tamanhos regulares, em bom estado de conservação, grau médio de maturação, com coloração específica do produto, de primeira qualidade. ",570.00,KG,"",""
71700,2018,1,3,"Banana prata ou caturra, tamanho regulares, de colheita recente, em bom estado de conservação, grau médio de maturação, com coloração específica do produto. ",2120.00,KG,"",""
71700,2018,1,11,"Biscoito caseiro da vovó. Embalagens íntegras, pacote de polietileno atóxico, resistente com data de embalagem e validade, contendo peso do produto.",15.00,KG,"",""
71700,2018,1,26,"Mandioca. Limpa, com coloração e tamanho uniformes típicos da variedade, sem brotos, rachaduras ou cortes na casca, manchas, machucaduras, bolores ou outros defeitos que possam alterar sua aparência e qualidade. De colheita recente. Embalagem em kg conforme pedido.",705.00,KG,"",""
71700,2018,1,15,"Cenoura. Limpa, com coloração e tamanho uniformes típicos da variedade, sem brotos, rachaduras ou cortes na casca, manchas, machucaduras, bolores ou outros defeitos que possam alterar sua aparência e qualidade, de colheita recente. Embalagem em kg conforme pedido.",420.00,KG,"",""
71700,2018,1,30,"Repolho roxo. Tamanhos regulares, limpo, em bom estado de conservação e maturação, com a coloração específica do produto. Embalagem conforme pedido.",370.00,UN,"",""
71700,2018,1,5,"Batata inglesa rosa. Tamanhos regulares, limpa, em bom estado de conservação e maturação, com a coloração específica do produto, de colheita recente. Embalagem conforme pedido.",650.00,KG,"",""
71700,2018,1,13,"Brócolis. Tamanhos regulares, limpa, de colheita recente, em bom estado de conservação e maturação, com a coloração específica do produto. Embalagem em unidades conforme pedido.",425.00,UN,"",""
71700,2018,1,28,"Morango. Tamanhos regulares, limpo, em bom estado de conservação e maturação, com a coloração específica do produto, de colheita recente. Embalagem em kg conforme pedido. ",125.00,KG,"",""
71700,2018,1,27,"Moranga. Tamanhos regulares, limpa, em bom estado de conservação e maturação, de colheita recente, com a coloração específica do produto. Embalagem em kg conforme pedido.",90.00,KG,"",""
71700,2018,1,23,"Massa tipo macarrão. Com ovos, congelada. Embalagens íntegras, com ausência de sujidades, com composição do produto e data de validade de no mínimo 02 meses contados a partir da data de entrega.",715.00,KG,"",""
71700,2018,1,18,"Couve-flor. Em unidades, tamanhos regulares, limpa, de colheita recente, em bom estado de conservação e maturação, com a coloração específica do produto. Embalagem em unidades conforme pedido.",425.00,UN,"",""
71700,2018,1,14,"Cebola. Tamanhos regulares, limpa, em bom estado de conservação e maturação, com a coloração específica do produto, de colheita recente. Embalagem em kg conforme pedido.",375.00,KG,"",""
71700,2018,1,21,"Filé de tilápia, carne branca de textura firme, congelado. Não possuir espinhas e nem odor desagradável. Contendo identificação do produto, prazo de validade e S.I.F ou S.I.M",180.00,KG,"",""
71700,2018,1,22,"Laranja. Tamanhos regulares, limpa, em bom estado de conservação e maturação, de colheita recente, com a coloração específica do produto. Embalagem em kg conforme pedido.",1300.00,KG,"",""
71700,2018,1,25,"Massa tipo talharim.  Com ovos, congelada. Embalagens íntegras, com ausência de sujidades, com composição do produto e data de validade de no mínimo 02 meses contados a partir da data de entrega",30.00,KG,"",""
56500,2018,2,1,"ABOBRINHA, tamanho médio, limpa, sem machucados, em boas condições de consumo",30.00,KG,2.76,82.80
56500,2018,2,2,"AIPIM novo, descascado e congelado, minimamente processado, embalagem atóxica, de 1 kg. Rótulo contendo identificação do produto, tabela nutricional, peso, fabricante, data de fabricação e validade. Sem agrotóxico.",530.00,UN,4.30,2279.00
56500,2018,2,3,"ALFACE fresca, graúda, limpa, em boas condições de consumo",390.00,UN,1.58,616.20
56500,2018,2,4,"ALHO graúdo, sem machucados, em boas condições de consumo",60.00,KG,22.50,1350.00
56500,2018,2,5,"BANHA DE PORCO, em embalagem de 1,5kg,  adequada, com identificação do produto, e validade, inspecionado pelo MAPA, SIF, CISPOA, SIM ou SUSAF",40.00,UN,13.62,544.80
56500,2018,2,6,"BATATA DOCE, tamanho médio, limpa, sem machucados, em boas condições de consumo",365.00,KG,2.22,810.30
56500,2018,2,7,"BERGAMOTA, frutos de tamanho médio, em grau médio de  amadurecimento, sem danificações físicas e/ou sem perfurações na casca",1200.00,KG,2.32,2784.00
56500,2018,2,8,"BETERRABA, nova, limpa, tamanho médio, sem machucados, em boas condições de consumo",260.00,KG,2.74,712.40
56500,2018,2,9,"BROCOLIS, tamanho grande, com flores firmes, sem machucados,em boas condições de consumo",370.00,KG,4.50,1665.00
56500,2018,2,10,"CAQUI CHOCOLATE, em grau médio de amadurecimento, sem machucados, em boas condições de consumo",750.00,KG,3.34,2505.00
56500,2018,2,11,"CARNE BOVINA 2ª,magra, congelada,em embalagem de 1kg, adequada, com rótulo ou etiqueta que identifique o produto,  prazo de validade e inspecionada",570.00,KG,16.96,9667.20
56500,2018,2,12,"CARNE BOVINA MAGRA 1ª, em cubos de 5 cm, congelada, em embalagem de 1 kg, adequada, com rótulo ou etiqueta que identifique o produto,  prazo de validade e inspecionada",200.00,KG,24.50,4900.00
56500,2018,2,13,"CARNE BOVINA MAGRA 1ª, em iscas, congelada, em embalagem de 1 kg, adequada, com rótulo ou etiqueta que identifique o produto,  prazo de validade e inspecionada",135.00,KG,24.00,3240.00
56500,2018,2,14,"CARNE BOVINA MAGRA 1ª, moída, congelada, em embalagem de 1 kg, adequada, com rótulo ou etiqueta que identifique o produto,  prazo de validade e inspecionada",600.00,KG,23.00,13800.00
56500,2018,2,15,"CARNE DE PORCO inteira, sem osso e sem pele, congelada em embalagem de 1 kg, com identificação do produto, validade  e inspecionada",720.00,KG,14.06,10123.20
56500,2018,2,16,"CENOURA, nova, tamanho médio, limpa, sem machucados, em boas condições de consumo",510.00,KG,2.62,1336.20
56500,2018,2,17,"CHUCHU verde ou branco, novo, tamanho médio,  limpo, sem machucados, em boas condições de consumo",195.00,KG,2.40,468.00
56500,2018,2,18,"COUVE-FLOR, tamanho grande, flores firmes, sem machucados, em boas condições de consumo",390.00,KG,3.34,1302.60
56500,2018,2,19,"CREME DE LEITE pasteurizado - NATA, embalagem com 300g, íntegra, com identificação do produto,  rótulo, data de fabricação e validade,  registro no MAPA, SIF ou CISPOA. ",680.00,UN,5.20,3536.00
56500,2018,2,20,"FEIJÃO CARIOCA, novo, grãos inteiros, íntegra, isento de matéria terrosa, pedras ou corpos estranhos , embalagem plástica atóxica, de 1 kg. Rótulo contendo identificação do produto, tabela nutricional, peso fabricante, data de fabricação e validade. Sem agrotóxico",320.00,UN,6.80,2176.00
56500,2018,2,21,"FEIJÃO PRETO, novo, grãos inteiros, íntegra, isento de matéria terrosa, pedras ou corpos estranhos , embalagem plástica atóxica, de 1 kg. Rótulo contendo identificação do produto, tabela nutricional, peso fabricante, data de fabricação e validade. Sem agrotóxico",485.00,UN,5.56,2696.60
56500,2018,2,22,"FEIJÃO VERMELHO,  novo, grãos inteiros, íntegra, isento de matéria terrosa, pedras ou corpos estranhos , embalagem plástica atóxica, de 1 kg. Rótulo contendo identificação do produto, tabela nutricional, peso fabricante, data de fabricação e validade. Sem agrotóxico",130.00,UN,9.98,1297.40
56500,2018,2,23,"BEBIDA LÁCTEA sabores variados, embalagem sachet com 1L, íntegra, com identificação do produto, rótulo, data de fabricação e validade,  registro no MAPA, SIF ou CISPOA. ",950.00,UN,3.02,2869.00
56500,2018,2,24,"LARANJA DO CÉU, frutos de tamanho médio, grau médio de amadurecimento, sem danificações físicas e/ou sem perfurações na casca",300.00,KG,2.14,642.00
56500,2018,2,25,"LARANJA SUCO, frutos de tamanho médio, grau médio de amadurecimento, sem danificações físicas e/ou sem perfurações na casca",1000.00,KG,2.16,2160.00
56500,2018,2,26,"LARANJA UMBIGO, frutos de tamanho médio, grau médio de amadurecimento, sem danificações físicas e/ou sem perfurações na casca",300.00,KG,3.20,960.00
56500,2018,2,27,"LEITE EM PÓ integral instantâneo, embalagem com 1kg, íntegra, com identificação do produto, rótulo, data de fabricação e validade",650.00,UN,22.86,14859.00
56500,2018,2,28,"LIMÃO, frutos de tamanho médio, grau médio de amadurecimento,  sem danificações físicas e/ou sem perfurações na casca",120.00,KG,4.44,532.80
56500,2018,2,29,"LINGUIÇA DE PORCO, defumada, seca, em embalagem adequada, íntegra, com identificação do produto, rótulo, data de fabricação, validade e inspecionada",190.00,KG,21.96,4172.40
56500,2018,2,30,"MILHO VERDE em espiga, novo, espigas de tamanho médio, em boas condições de consumo, embalagem com 3 unidades",160.00,UN,3.00,480.00
56500,2018,2,31,"MARACUJÁ AMARELO, frutas de tamanho médio, firmes, grau médio de amadurecimento, sem machucados e/ou amassados, em boas condições de consumo",150.00,KG,7.58,1137.00
56500,2018,2,32,"MORANGA cabotiá, tamanho médio, semmachucados ou perfurações na casca, em boas condições de consumo",130.00,KG,2.18,283.40
56500,2018,2,33,"OVOS de galinha, de granja, grandes e frescos, limpos e sem rachaduras, inspecionados",1550.00,DZ,5.00,7750.00
56500,2018,2,34,"PEPINO CONSERVA 1,8KG drenado, com identificação do produto, rótulo, data de fabricação e validade",24.00,UN,22.86,548.64
56500,2018,2,35,"PEPINO SALADA, tamanho médio, frescos, sem machucados e/ou perfurações na casca, em boas condições de consumo",107.00,KG,2.54,271.78
56500,2018,2,36,"PIMENTÃO verde, tamanho médio, sem machucados ou perfurações na casca, em boas condições de consumo",15.00,KG,6.14,92.10
56500,2018,2,37,"RABANETE, tamanho médio, sem machucados, em boas condições de consumo",100.00,KG,3.98,398.00
56500,2018,2,38,"REPOLHO roxo, folhas íntegras, sem machucados, em boas condições de consumo",50.00,KG,3.70,185.00
56500,2018,2,39,"REPOLHO verde, folhas íntegras, sem machucados, em boas condições de consumo",280.00,KG,2.86,800.80
56500,2018,2,40,"SALSICHÃO – linguiça mista tipo caseira, 70 gramas por unidade – sem conservantes e/ou aditivos  químicos, congelada, em embalagem de 1 kg, com identificação do produto, rótulo, data de fabricação e validade,  inspecionado ",160.00,KG,15.26,2441.60
56500,2018,2,41,"SCHMIER DE FRUTAS, embalagem de 1kg, com identificação do produto, rótulo, data de fabricação e validade",65.00,UN,9.10,591.50
56500,2018,2,42,"TOMATE, tamanho médio, grau médio de amadurecimento, frutos firmes, sem machucados e/ou amassados, em boas condições de consumo",440.00,KG,4.22,1856.80
77200,2018,8,1,"Aipim, pré cozido, de primeira qualidade.",150.00,KG,3.00,450.00
77200,2018,8,2,"Alface, graúda, de primeira qualidade.",400.00,UN,1.50,600.00
77200,2018,8,3,"Banana, de primeira qualidade.",200.00,KG,2.50,500.00
77200,2018,8,4,"Batata doce, de primeira qualidade.",200.00,KG,2.00,400.00
77200,2018,8,5,"Bergamota da safra, de primeira qualidade",500.00,KG,2.00,1000.00
77200,2018,8,6,"Beterraba, de primeira qualidade.",200.00,KG,2.25,450.00
77200,2018,8,7,"Brócolis híbrido, de primeira qualidade.",200.00,UN,2.75,550.00
77200,2018,8,8,"Cenoura, de primeira qualidade",80.00,KG,2.90,232.00
77200,2018,8,9,"Chuchu, de primeira qualidade.",300.00,KG,2.00,600.00
77200,2018,8,10,"Couve manteiga, em boas condições de consumo.",120.00,MOL,2.00,240.00
77200,2018,8,11,"Couve-flor, de primeira qualidade.",200.00,KG,4.00,800.00
77200,2018,8,12,"Feijão preto, novo, de 1ª qualidade, isento de impurezas, embalagem com 1,8 kg, prazo de validade mínimo de 5 meses a contar da data da entrega, com identificação em cada embalagem.",300.00,UN,"",""
77200,2018,8,13,"Laranja, em grau médio de amadurecimento.",500.00,KG,1.90,950.00
77200,2018,8,14,Limão galego de primeira qualidade,100.00,KG,4.00,400.00
77200,2018,8,15,"Moranga, de primeira qualidade.",60.00,KG,2.00,120.00
77200,2018,8,16,"Ovos de granja vermelhos, médios, de 1ª qualidade, com 12 unidades em cada caixa, conforme legislação vigente.",1000.00,DZ,4.00,4000.00
77200,2018,8,17,"Pepino salada, em boas condições de consumo.",200.00,KG,2.00,400.00
77200,2018,8,18,"Repolho, de primeira qualidade.",600.00,KG,1.80,1080.00
77200,2018,8,19,"Rúcula, em boas condições de consumo.",100.00,MOL,2.00,200.00
77200,2018,8,20,"Suco de uva integral, embalagem conforme legislação vigente.",300.00,LT,8.50,2550.00
77200,2018,8,21,"Tempero verde, de primeira qualidade.",300.00,MOL,1.50,450.00
70200,2018,1,3,"AIPIM. Produto in natura. Unidades limpas. firmes, sem machucados internos e externos, cor uniforme e limpa. Embalagem primária, saco transparente. Embalagem secundária: caixa plástica vazada e limpa.",50.00,KG,2.50,125.00
70200,2018,1,16,"CUCA CASEIRA SEM RECHEIO. Produto fresco, macio, sem presença de sujidades. Rótulo com identificação  do produto, ingredientes, tabela nutricional, peso, fabricante e validade a  contar da data de entrega. Embalagem primária: plástica transparente contendo 1 unidade do produto. 600 Gr",50.00,UN,7.16,358.00
70200,2018,1,15,"COUVE-FLOR. Produto in natura, unidades frescos e limpos, sem folhas, com cor característica e uniforme, sem machucados internos e externos e limpos. Embalagem primária, saco transparente. Embalagem secundária: caixa plástica vazada e limpa.",40.00,UN,4.00,160.00
70200,2018,1,2,"ABÓBORA PARA DOCE. Produto in natura, unidades de tamanho médio, firmes, sem machucados internos e externos, cor uniforme e limpa. Embalagem secundária: caixa plástica vazada e limpa.",50.00,KG,2.18,109.00
