nr_documento_contratado,ano,cep_estab,cnae_2_0_classe,cnae_2_0_classe_2,cnpj_cei,natureza_juridica,porte_estabelecimento,qtd_estoque_aprendiz_ativo,qtd_estoque_clt_defic_ativo,qtd_estoque_estat_defic_ativo,qtd_portador_defic,qtd_vinculos_ativos,qtd_vinculos_clt,qtd_vinculos_estatutarios,razao_social,tamanho_estabelecimento,uf
09378991000115,2017,98.780.765,47296,Comércio Varejista d,09.378.991/0001-15,Cooperativa,Outros,0,0,0,0,2,2,0,COOP MISTA AGROPECUARIA E ECONOMIA SOLIDARIA COOPERS,De 1 a 4,43 - Rio Grande do S
16698837000196,2017,98.870.000,10121,"Abate de Suínos, Ave",16.698.837/0001-96,Sociedade Qt Ltda,Microempresa,0,0,0,0,5,5,0,AGROINDUSTRIA PROGRESSO LTDA ME                    ,De 5 a 9,43 - Rio Grande do S
91022632002740,2017,97.220.000,47113,Comércio Varejista d,91.022.632/0027-40,Cooperativa,Outros,0,2,0,2,35,35,0,COOP AGRIC MISTA NOVA PALMA LTDA                   ,De 20 a 49,43 - Rio Grande do S
22648335000153,,,,,,,,,,,,,,,,,
10684004000190,2017,95.400.000,46338,Comércio Atacadista,10.684.004/0001-90,Cooperativa,Outros,0,0,0,0,1,1,0,COOPAF -  SAO FCO DE PAULA                        ,De 1 a 4,43 - Rio Grande do S
06942198000109,2017,96.495.971,94308,Atividades de Associ,06.942.198/0001-09,Outras Organizações,Outros,0,0,0,0,9,9,0,INSTITUTO CULTURAL PADRE JOSIMO                    ,De 5 a 9,43 - Rio Grande do S
07508742000171,2017,99.700.036,47121,Comércio Varejista d,07.508.742/0001-71,Cooperativa,Outros,0,0,0,0,3,3,0,COOPERATIVA DE DESENVOLVIMENTO REGIONAL LTDA       ,De 1 a 4,43 - Rio Grande do S
11445065000167,2017,99.260.000,10520,Fabricação de Laticí,11.445.065/0001-67,Sociedade Qt Ltda,Microempresa,0,0,0,0,6,6,0,IND COM DE LATICINIOS MOCCELIN LTDA                ,De 5 a 9,43 - Rio Grande do S
91589507000188,2017,95.150.000,10520,Fabricação de Laticí,91.589.507/0001-88,Cooperativa,Outros,0,12,0,12,618,618,0,COOPERATIVA AGROPECUARIA PETROPOLIS LTDA           ,De 500 a 999,43 - Rio Grande do S
16979506000124,2017,95.730.000,10945,Fabricação de Massas,16.979.506/0001-24,Firma Mercantil Indi,Microempresa,0,0,0,0,2,2,0,ELIANE LUTZ SANDRIN-ME                             ,De 1 a 4,43 - Rio Grande do S
09238832000115,2017,98.865.000,10511,Preparação do Leite,09.238.832/0001-15,Cooperativa,Microempresa,0,0,0,0,0,0,0,COOPERATIVA DE AGRICULTORES FAMILIARES DE SAO MIGUEL,0 Empregado,43 - Rio Grande do S
28740933000134,2017,95.880.000,10139,Fabricação de Produt,28.740.933/0001-34,Sociedade Qt Ltda,Pequeno Porte,0,0,0,0,0,0,0,DIEHL INDUSTRIA DE PRODUTOS ALIMENTICIOS LTDA EPP  ,0 Empregado,43 - Rio Grande do S
93298339000105,2017,96.150.000,1610,Atividades de Apoio,93.298.339/0001-05,Outras Organizações,Outros,0,0,0,0,4,4,0,ASSOC DESEN COM PROD RURAIS DE MORRO REDONDO   ,De 1 a 4,43 - Rio Grande do S
14780898000172,,,,,,,,,,,,,,,,,
05777649000137,2017,96.950.000,46346,Comércio Atacadista,05.777.649/0001-37,Sociedade Qt Ltda,Microempresa,0,0,0,0,2,2,0,COMERCIAL DE EMBUTIDOS HERMES LTDA                 ,De 1 a 4,43 - Rio Grande do S
05686058000154,2017,98.950.000,94111,Atividades de Organi,05.686.058/0001-54,Cooperativa,Outros,0,0,0,0,7,7,0,COOPERATIVA DOS PRODUTORES DE ALECRIM LT           ,De 5 a 9,43 - Rio Grande do S
89305239000183,2017,95.960.000,10121,"Abate de Suínos, Ave",89.305.239/0001-83,Cooperativa,Outros,49,68,0,68,1677,1677,0,COOP DOS SUINOCULTORES DE ENCANTADO LTDA           ,1000 ou Mais,43 - Rio Grande do S
04716885000180,2017,96.930.000,10121,"Abate de Suínos, Ave",04.716.885/0001-80,Firma Mercantil Indi,Microempresa,0,0,0,0,0,0,0,JANIO SCHUNKE                                      ,0 Empregado,43 - Rio Grande do S
20748563000170,2017,95.690.000,10201,Preservação do Pesca,20.748.563/0001-70,Firma Mercantil Indi,Microempresa,0,0,0,0,2,2,0,ROLANTE PESCADOS LTDA ME                           ,De 1 a 4,43 - Rio Grande do S
07460374000139,2017,99.265.000,10333,Fabricação de Sucos,07.460.374/0001-39,Firma Mercantil Indi,Microempresa,0,0,0,0,0,0,0,ROGERIO MARCYNSKI                                  ,0 Empregado,43 - Rio Grande do S
05505903000148,2017,98.640.000,10317,Fabricação de Conser,05.505.903/0001-48,Sociedade Qt Ltda,Microempresa,0,0,0,0,4,4,0,AGROINDUSTRIA LUCCA LTDA                           ,De 1 a 4,43 - Rio Grande do S
01112137000524,2017,92.480.000,10619,Beneficiamento de Ar,01.112.137/0005-24,Cooperativa,Outros,0,0,0,0,0,0,0,COOPERATIVA DOS TRABALHADORES ASSENTADOS DA REGIAO P,0 Empregado,43 - Rio Grande do S
15188064000135,,,,,,,,,,,,,,,,,
26832606000187,,,,,,,,,,,,,,,,,
14747092000182,,,,,,,,,,,,,,,,,
88587357000754,2017,95.330.000,47113,Comércio Varejista d,88.587.357/0007-54,Cooperativa,Outros,1,0,0,0,17,17,0,COOPERATIVA SANTA CLARA LTDA                       ,De 10 a 19,43 - Rio Grande do S
