id_estado,nm_municipio,licitacao_ano,nr_item,ds_item,qt_itens_licitacao,vl_unitario_estimado,vl_total_estimado,contrato_ano,qt_itens_contrato,vl_item_contrato,vl_total_item_contrato
43,Rio Pardo,10/2017,2,Aipim descascado.,100 KG,6.5,650,91/2017,100 KG,6.5,650
43,Rio Pardo,10/2017,21,Repolho roxo.,300 KG,1.62,486,86/2017,30 KG,1.62,48.6
43,Rio Pardo,10/2017,21,Repolho roxo.,300 KG,1.62,486,85/2017,30 KG,1.62,48.6
43,Rio Pardo,10/2017,21,Repolho roxo.,300 KG,1.62,486,75/2017,30 KG,1.62,48.6
43,Rio Pardo,10/2017,21,Repolho roxo.,300 KG,1.62,486,92/2017,30 KG,1.62,48.6
43,Rio Pardo,10/2017,21,Repolho roxo.,300 KG,1.62,486,100/2017,30 KG,1.62,48.6
43,Rio Pardo,10/2017,21,Repolho roxo.,300 KG,1.62,486,78/2017,30 KG,1.62,48.6
43,Rio Pardo,10/2017,21,Repolho roxo.,300 KG,1.62,486,69/2017,30 KG,1.62,48.6
43,Rio Pardo,10/2017,21,Repolho roxo.,300 KG,1.62,486,95/2017,30 KG,1.62,48.6
43,Rio Pardo,10/2017,21,Repolho roxo.,300 KG,1.62,486,89/2017,30 KG,1.62,48.6
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,86/2017,22 KG,7,154
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,89/2017,21 KG,7,147
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,85/2017,21 KG,7,147
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,73/2017,21 KG,7,147
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,75/2017,22 KG,7,154
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,81/2017,22 KG,7,154
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,92/2017,22 KG,7,154
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,100/2017,21 KG,7,147
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,78/2017,21 KG,7,147
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,98/2017,21 KG,7,147
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,95/2017,21 KG,7,147
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,77/2017,22 KG,7,154
43,Rio Pardo,10/2017,25,Vagem verde.,300 KG,7,2100,88/2017,21 KG,7,147
43,Rio Pardo,10/2017,35,"Morango em adequada maturação, cor vermelha uniforme e sem machucados.",300 KG,14.03,4209,85/2017,100 KG,14.03,1403
43,Rio Pardo,10/2017,35,"Morango em adequada maturação, cor vermelha uniforme e sem machucados.",300 KG,14.03,4209,73/2017,100 KG,14.03,1403
43,Rio Pardo,10/2017,35,"Morango em adequada maturação, cor vermelha uniforme e sem machucados.",300 KG,14.03,4209,97/2017,100 KG,14.03,1403
43,Rio Pardo,10/2017,41,Fígado de gado.,200 KG,11.94,2388,74/2017,100 KG,11.94,1194
43,Rio Pardo,10/2017,41,Fígado de gado.,200 KG,11.94,2388,79/2017,100 KG,11.94,1194
43,Rio Pardo,10/2017,32,Limão adequado para o consumo de 1ª qualidade.,100 KG,3.5,350,85/2017,33 KG,3.5,115.5
43,Rio Pardo,10/2017,32,Limão adequado para o consumo de 1ª qualidade.,100 KG,3.5,350,69/2017,34 KG,3.5,119
43,Rio Pardo,10/2017,32,Limão adequado para o consumo de 1ª qualidade.,100 KG,3.5,350,99/2017,33 KG,3.5,115.5
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,85/2017,28 KG,5,137.5
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,86/2017,27 KG,5,135
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,73/2017,28 KG,5,137.5
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,81/2017,27 KG,5,135
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,75/2017,27 KG,5,135
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,92/2017,28 KG,5,137.5
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,78/2017,28 KG,5,137.5
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,97/2017,28 KG,5,137.5
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,95/2017,27 KG,5,135
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,89/2017,28 KG,5,137.5
43,Rio Pardo,10/2017,3,Alface lisa ou crespa com folhas íntegras e verdes.,300 KG,5,1500,69/2017,27 KG,5,135
43,Rio Pardo,10/2017,9,"Cenoura íntegra, em consistência de vegetal fresco pesando em média 100g.",1500 KG,2.11,3165,85/2017,150 KG,2.11,316.5
43,Rio Pardo,10/2017,9,"Cenoura íntegra, em consistência de vegetal fresco pesando em média 100g.",1500 KG,2.11,3165,86/2017,150 KG,2.11,316.5
43,Rio Pardo,10/2017,9,"Cenoura íntegra, em consistência de vegetal fresco pesando em média 100g.",1500 KG,2.11,3165,75/2017,150 KG,2.11,316.5
43,Rio Pardo,10/2017,9,"Cenoura íntegra, em consistência de vegetal fresco pesando em média 100g.",1500 KG,2.11,3165,81/2017,150 KG,2.11,316.5
43,Rio Pardo,10/2017,9,"Cenoura íntegra, em consistência de vegetal fresco pesando em média 100g.",1500 KG,2.11,3165,92/2017,150 KG,2.11,316.5
43,Rio Pardo,10/2017,9,"Cenoura íntegra, em consistência de vegetal fresco pesando em média 100g.",1500 KG,2.11,3165,100/2017,150 KG,2.11,316.5
43,Rio Pardo,10/2017,9,"Cenoura íntegra, em consistência de vegetal fresco pesando em média 100g.",1500 KG,2.11,3165,78/2017,150 KG,2.11,316.5
43,Rio Pardo,10/2017,9,"Cenoura íntegra, em consistência de vegetal fresco pesando em média 100g.",1500 KG,2.11,3165,69/2017,150 KG,2.11,316.5
43,Rio Pardo,10/2017,9,"Cenoura íntegra, em consistência de vegetal fresco pesando em média 100g.",1500 KG,2.11,3165,97/2017,150 KG,2.11,316.5
43,Rio Pardo,10/2017,9,"Cenoura íntegra, em consistência de vegetal fresco pesando em média 100g.",1500 KG,2.11,3165,95/2017,150 KG,2.11,316.5
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,86/2017,73 KG,4.59,335.07
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,73/2017,72 KG,4.59,330.48
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,75/2017,73 KG,4.59,335.07
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,81/2017,72 KG,4.59,330.48
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,92/2017,73 KG,4.59,335.07
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,78/2017,73 KG,4.59,335.07
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,69/2017,73 KG,4.59,335.07
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,97/2017,72 KG,4.59,330.48
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,95/2017,73 KG,4.59,335.07
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,70/2017,73 KG,4.59,335.07
43,Rio Pardo,10/2017,10,"Couve flor, com flores brancas íntegras.",800 KG,4.59,3672,71/2017,73 KG,4.59,335.07
43,Rio Pardo,10/2017,11,"Chuchu firme íntegro em forma de pêra, parte externa sulcada com coloração verde clara e cerca de 10 cm de comprimento.",800 KG,1.2,960,85/2017,89 KG,1.2,106.8
43,Rio Pardo,10/2017,11,"Chuchu firme íntegro em forma de pêra, parte externa sulcada com coloração verde clara e cerca de 10 cm de comprimento.",800 KG,1.2,960,86/2017,89 KG,1.2,106.8
43,Rio Pardo,10/2017,11,"Chuchu firme íntegro em forma de pêra, parte externa sulcada com coloração verde clara e cerca de 10 cm de comprimento.",800 KG,1.2,960,73/2017,89 KG,1.2,106.8
43,Rio Pardo,10/2017,11,"Chuchu firme íntegro em forma de pêra, parte externa sulcada com coloração verde clara e cerca de 10 cm de comprimento.",800 KG,1.2,960,75/2017,89 KG,1.2,106.8
43,Rio Pardo,10/2017,11,"Chuchu firme íntegro em forma de pêra, parte externa sulcada com coloração verde clara e cerca de 10 cm de comprimento.",800 KG,1.2,960,81/2017,89 KG,1.2,106.8
43,Rio Pardo,10/2017,11,"Chuchu firme íntegro em forma de pêra, parte externa sulcada com coloração verde clara e cerca de 10 cm de comprimento.",800 KG,1.2,960,92/2017,89 KG,1.2,106.8
43,Rio Pardo,10/2017,11,"Chuchu firme íntegro em forma de pêra, parte externa sulcada com coloração verde clara e cerca de 10 cm de comprimento.",800 KG,1.2,960,78/2017,89 KG,1.2,106.8
43,Rio Pardo,10/2017,11,"Chuchu firme íntegro em forma de pêra, parte externa sulcada com coloração verde clara e cerca de 10 cm de comprimento.",800 KG,1.2,960,97/2017,89 KG,1.2,106.8
43,Rio Pardo,10/2017,11,"Chuchu firme íntegro em forma de pêra, parte externa sulcada com coloração verde clara e cerca de 10 cm de comprimento.",800 KG,1.2,960,89/2017,88 KG,1.2,105.6
43,Rio Pardo,10/2017,13,Espinafre com folhas grandes e verdes escuras.,300 KG,5.17,1551,73/2017,60 KG,5.17,310.2
43,Rio Pardo,10/2017,13,Espinafre com folhas grandes e verdes escuras.,300 KG,5.17,1551,75/2017,60 KG,5.17,310.2
43,Rio Pardo,10/2017,13,Espinafre com folhas grandes e verdes escuras.,300 KG,5.17,1551,92/2017,60 KG,5.17,310.2
43,Rio Pardo,10/2017,13,Espinafre com folhas grandes e verdes escuras.,300 KG,5.17,1551,97/2017,60 KG,5.17,310.2
43,Rio Pardo,10/2017,13,Espinafre com folhas grandes e verdes escuras.,300 KG,5.17,1551,89/2017,60 KG,5.17,310.2
43,Rio Pardo,10/2017,15,Milho verde com grãos em cor amarela dispostos em espiga coberta por uma capa de folhas verdes.,500 KG,2.5,1250,86/2017,56 KG,2.5,140
43,Rio Pardo,10/2017,15,Milho verde com grãos em cor amarela dispostos em espiga coberta por uma capa de folhas verdes.,500 KG,2.5,1250,78/2017,56 KG,2.5,140
43,Rio Pardo,10/2017,15,Milho verde com grãos em cor amarela dispostos em espiga coberta por uma capa de folhas verdes.,500 KG,2.5,1250,97/2017,55 KG,2.5,137.5
43,Rio Pardo,10/2017,15,Milho verde com grãos em cor amarela dispostos em espiga coberta por uma capa de folhas verdes.,500 KG,2.5,1250,99/2017,56 KG,2.5,140
43,Rio Pardo,10/2017,15,Milho verde com grãos em cor amarela dispostos em espiga coberta por uma capa de folhas verdes.,500 KG,2.5,1250,90/2017,56 KG,2.5,140
43,Rio Pardo,10/2017,15,Milho verde com grãos em cor amarela dispostos em espiga coberta por uma capa de folhas verdes.,500 KG,2.5,1250,95/2017,56 KG,2.5,140
43,Rio Pardo,10/2017,15,Milho verde com grãos em cor amarela dispostos em espiga coberta por uma capa de folhas verdes.,500 KG,2.5,1250,88/2017,55 KG,2.5,137.5
43,Rio Pardo,10/2017,15,Milho verde com grãos em cor amarela dispostos em espiga coberta por uma capa de folhas verdes.,500 KG,2.5,1250,89/2017,55 KG,2.5,137.5
43,Rio Pardo,10/2017,15,Milho verde com grãos em cor amarela dispostos em espiga coberta por uma capa de folhas verdes.,500 KG,2.5,1250,71/2017,55 KG,2.5,137.5
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,86/2017,58 KG,1.5,87
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,85/2017,58 KG,1.5,87
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,75/2017,59 KG,1.5,88.5
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,92/2017,59 KG,1.5,88.5
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,78/2017,58 KG,1.5,87
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,69/2017,58 KG,1.5,87
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,97/2017,59 KG,1.5,88.5
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,98/2017,58 KG,1.5,87
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,95/2017,58 KG,1.5,87
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,88/2017,58 KG,1.5,87
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,70/2017,58 KG,1.5,87
43,Rio Pardo,10/2017,16,"Moranga com casca lisa, firme, e sem manchas.",700 KG,1.5,1050,71/2017,59 KG,1.5,88.5
43,Rio Pardo,10/2017,17,"Mogango firme, sem machucados, com casca.",100 KG,1.5,150,69/2017,50 KG,1.5,75
43,Rio Pardo,10/2017,17,"Mogango firme, sem machucados, com casca.",100 KG,1.5,150,88/2017,50 KG,1.5,75
43,Rio Pardo,10/2017,18,Pimentão verde.,250 KG,3.57,892.5,86/2017,25 KG,3.57,89.25
43,Rio Pardo,10/2017,18,Pimentão verde.,250 KG,3.57,892.5,75/2017,25 KG,3.57,89.25
43,Rio Pardo,10/2017,18,Pimentão verde.,250 KG,3.57,892.5,92/2017,25 KG,3.57,89.25
43,Rio Pardo,10/2017,18,Pimentão verde.,250 KG,3.57,892.5,100/2017,25 KG,3.57,89.25
43,Rio Pardo,10/2017,18,Pimentão verde.,250 KG,3.57,892.5,78/2017,25 KG,3.57,89.25
43,Rio Pardo,10/2017,18,Pimentão verde.,250 KG,3.57,892.5,69/2017,25 KG,3.57,89.25
43,Rio Pardo,10/2017,18,Pimentão verde.,250 KG,3.57,892.5,97/2017,25 KG,3.57,89.25
43,Rio Pardo,10/2017,18,Pimentão verde.,250 KG,3.57,892.5,90/2017,25 KG,3.57,89.25
43,Rio Pardo,10/2017,18,Pimentão verde.,250 KG,3.57,892.5,95/2017,25 KG,3.57,89.25
43,Rio Pardo,10/2017,18,Pimentão verde.,250 KG,3.57,892.5,89/2017,25 KG,3.57,89.25
43,Rio Pardo,10/2017,19,Pepino salada.,100 KG,1.99,199,73/2017,17 KG,1.99,33.83
43,Rio Pardo,10/2017,19,Pepino salada.,100 KG,1.99,199,75/2017,17 KG,1.99,33.83
43,Rio Pardo,10/2017,19,Pepino salada.,100 KG,1.99,199,92/2017,17 KG,1.99,33.83
43,Rio Pardo,10/2017,19,Pepino salada.,100 KG,1.99,199,98/2017,17 KG,1.99,33.83
43,Rio Pardo,10/2017,19,Pepino salada.,100 KG,1.99,199,90/2017,16 KG,1.99,31.84
43,Rio Pardo,10/2017,19,Pepino salada.,100 KG,1.99,199,70/2017,16 KG,1.99,31.84
43,Rio Pardo,10/2017,22,Rúcula com folhas verdes e inteiras.,50 KG,9.83,491.5,86/2017,5 KG,9.83,49.15
43,Rio Pardo,10/2017,22,Rúcula com folhas verdes e inteiras.,50 KG,9.83,491.5,85/2017,5 KG,9.83,49.15
43,Rio Pardo,10/2017,22,Rúcula com folhas verdes e inteiras.,50 KG,9.83,491.5,75/2017,5 KG,9.83,49.15
43,Rio Pardo,10/2017,22,Rúcula com folhas verdes e inteiras.,50 KG,9.83,491.5,92/2017,5 KG,9.83,49.15
43,Rio Pardo,10/2017,22,Rúcula com folhas verdes e inteiras.,50 KG,9.83,491.5,100/2017,5 KG,9.83,49.15
43,Rio Pardo,10/2017,22,Rúcula com folhas verdes e inteiras.,50 KG,9.83,491.5,69/2017,5 KG,9.83,49.15
43,Rio Pardo,10/2017,22,Rúcula com folhas verdes e inteiras.,50 KG,9.83,491.5,95/2017,5 KG,9.83,49.15
43,Rio Pardo,10/2017,22,Rúcula com folhas verdes e inteiras.,50 KG,9.83,491.5,88/2017,5 KG,9.83,49.15
43,Rio Pardo,10/2017,22,Rúcula com folhas verdes e inteiras.,50 KG,9.83,491.5,89/2017,5 KG,9.83,49.15
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,86/2017,12 KG,8,92
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,89/2017,12 KG,8,92
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,85/2017,12 KG,8,92
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,73/2017,12 KG,8,96
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,75/2017,12 KG,8,92
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,81/2017,12 KG,8,92
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,92/2017,12 KG,8,92
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,100/2017,12 KG,8,92
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,78/2017,12 KG,8,92
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,69/2017,12 KG,8,92
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,95/2017,12 KG,8,92
43,Rio Pardo,10/2017,23,Tempero verde (cebolinha verde e salsa).,150 KG,8,1200,88/2017,12 KG,8,92
43,Rio Pardo,10/2017,27,"Feijão tipo 1, de primeiro qualidade , sem presença de grãos mofados ou carunchados. o produto deverá ser identificado com o nome do produtor e data de validade.",1000 KG,6.5,6500,98/2017,333 KG,6.5,2164.5
43,Rio Pardo,10/2017,27,"Feijão tipo 1, de primeiro qualidade , sem presença de grãos mofados ou carunchados. o produto deverá ser identificado com o nome do produtor e data de validade.",1000 KG,6.5,6500,90/2017,333 KG,6.5,2164.5
43,Rio Pardo,10/2017,27,"Feijão tipo 1, de primeiro qualidade , sem presença de grãos mofados ou carunchados. o produto deverá ser identificado com o nome do produtor e data de validade.",1000 KG,6.5,6500,71/2017,334 KG,6.5,2171
43,Rio Pardo,10/2017,31,"Laranja do céu madura para consumo de 1ª qualidade, pesando em média 120 gramas.",200 KG,1.5,300,89/2017,29 KG,1.5,43.5
43,Rio Pardo,10/2017,31,"Laranja do céu madura para consumo de 1ª qualidade, pesando em média 120 gramas.",200 KG,1.5,300,85/2017,28 KG,1.5,42.75
43,Rio Pardo,10/2017,31,"Laranja do céu madura para consumo de 1ª qualidade, pesando em média 120 gramas.",200 KG,1.5,300,75/2017,28 KG,1.5,42.75
43,Rio Pardo,10/2017,31,"Laranja do céu madura para consumo de 1ª qualidade, pesando em média 120 gramas.",200 KG,1.5,300,92/2017,28 KG,1.5,42.75
43,Rio Pardo,10/2017,31,"Laranja do céu madura para consumo de 1ª qualidade, pesando em média 120 gramas.",200 KG,1.5,300,97/2017,28 KG,1.5,42.75
43,Rio Pardo,10/2017,31,"Laranja do céu madura para consumo de 1ª qualidade, pesando em média 120 gramas.",200 KG,1.5,300,99/2017,28 KG,1.5,42.75
43,Rio Pardo,10/2017,31,"Laranja do céu madura para consumo de 1ª qualidade, pesando em média 120 gramas.",200 KG,1.5,300,71/2017,28 KG,1.5,42.75
43,Rio Pardo,10/2017,33,"Melancia em adequada maturação, com casca lisa e lustrosa em cor verde, variando de tamanho aproximado entre 30 e 75 centímetros.",500 KG,1,500,75/2017,125 KG,1,125
43,Rio Pardo,10/2017,33,"Melancia em adequada maturação, com casca lisa e lustrosa em cor verde, variando de tamanho aproximado entre 30 e 75 centímetros.",500 KG,1,500,92/2017,125 KG,1,125
43,Rio Pardo,10/2017,33,"Melancia em adequada maturação, com casca lisa e lustrosa em cor verde, variando de tamanho aproximado entre 30 e 75 centímetros.",500 KG,1,500,69/2017,125 KG,1,125
43,Rio Pardo,10/2017,33,"Melancia em adequada maturação, com casca lisa e lustrosa em cor verde, variando de tamanho aproximado entre 30 e 75 centímetros.",500 KG,1,500,70/2017,125 KG,1,125
43,Rio Pardo,10/2017,37,"Uva em adequada maturação para consumo variado de cor rosa, roxa ou preta, sem machucados.",1500 KG,2,3000,83/2017,1500 KG,2,3000
43,Rio Pardo,10/2017,43,Linguiça de carne suína.,500 KG,16.8,8400,74/2017,250 KG,16.8,4200
43,Rio Pardo,10/2017,43,Linguiça de carne suína.,500 KG,16.8,8400,79/2017,250 KG,16.8,4200
43,Rio Pardo,10/2017,44,Pernil suíno sem pele.,200 KG,12.59,2518,74/2017,100 KG,12.59,1259
43,Rio Pardo,10/2017,44,Pernil suíno sem pele.,200 KG,12.59,2518,79/2017,100 KG,12.59,1259
43,Rio Pardo,10/2017,46,Leite pasteurizado tipo c.,25000 KG,2.6,65000,82/2017,5000 KG,2.6,13000
43,Rio Pardo,10/2017,46,Leite pasteurizado tipo c.,25000 KG,2.6,65000,84/2017,5000 KG,2.6,13000
43,Rio Pardo,10/2017,46,Leite pasteurizado tipo c.,25000 KG,2.6,65000,96/2017,5000 KG,2.6,13000
43,Rio Pardo,10/2017,46,Leite pasteurizado tipo c.,25000 KG,2.6,65000,72/2017,5000 KG,2.6,13000
43,Rio Pardo,10/2017,46,Leite pasteurizado tipo c.,25000 KG,2.6,65000,76/2017,5000 KG,2.6,13000
43,Rio Pardo,10/2017,47,Broa colonial de milho.,300 KG,13,3900,93/2017,150 KG,13,1950
43,Rio Pardo,10/2017,47,Broa colonial de milho.,300 KG,13,3900,94/2017,150 KG,13,1950
43,Rio Pardo,10/2017,48,Broa colonial de polvilho.,300 KG,14,4200,93/2017,150 KG,14,2100
43,Rio Pardo,10/2017,48,Broa colonial de polvilho.,300 KG,14,4200,94/2017,150 KG,14,2100
43,Rio Pardo,10/2017,49,Cuca colonial.,100 KG,15.85,1585,93/2017,50 KG,15.85,792.5
43,Rio Pardo,10/2017,49,Cuca colonial.,100 KG,15.85,1585,94/2017,50 KG,15.85,792.5
43,Rio Pardo,10/2017,14,Agrião com folhas íntegras e verdes.,100 KG,9,900,75/2017,25 KG,9,225
43,Rio Pardo,10/2017,14,Agrião com folhas íntegras e verdes.,100 KG,9,900,92/2017,25 KG,9,225
43,Rio Pardo,10/2017,14,Agrião com folhas íntegras e verdes.,100 KG,9,900,97/2017,25 KG,9,225
43,Rio Pardo,10/2017,14,Agrião com folhas íntegras e verdes.,100 KG,9,900,89/2017,25 KG,9,225
43,Rio Pardo,10/2017,45,Bebida láctea sabores.,8000 KG,2.89,23120,82/2017,1600 KG,2.89,4624
43,Rio Pardo,10/2017,45,Bebida láctea sabores.,8000 KG,2.89,23120,84/2017,1600 KG,2.89,4624
43,Rio Pardo,10/2017,45,Bebida láctea sabores.,8000 KG,2.89,23120,96/2017,1600 KG,2.89,4624
43,Rio Pardo,10/2017,45,Bebida láctea sabores.,8000 KG,2.89,23120,72/2017,1600 KG,2.89,4624
43,Rio Pardo,10/2017,45,Bebida láctea sabores.,8000 KG,2.89,23120,76/2017,1600 KG,2.89,4624
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,85/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,73/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,75/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,81/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,92/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,100/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,69/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,95/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,77/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,70/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,20,Repolho branco.,600 KG,1.12,672,71/2017,50 KG,1.12,56
43,Rio Pardo,10/2017,34,Melão em adequada maturação com casca uniforme sem machucados.,200 KG,2.56,512,75/2017,66 KG,2.56,170.24
43,Rio Pardo,10/2017,34,Melão em adequada maturação com casca uniforme sem machucados.,200 KG,2.56,512,92/2017,66 KG,2.56,170.24
43,Rio Pardo,10/2017,34,Melão em adequada maturação com casca uniforme sem machucados.,200 KG,2.56,512,70/2017,67 KG,2.56,171.52
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,85/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,86/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,73/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,81/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,75/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,92/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,100/2017,76 KG,2,152
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,78/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,69/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,97/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,98/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,95/2017,77 KG,2,154
43,Rio Pardo,10/2017,6,"Beterraba, firme e íntegra em cor vermelho escura.",1000 KG,2,2000,70/2017,77 KG,2,154
43,Rio Pardo,10/2017,28,Bergamota pocã em média maturação para consumo.,400 KG,1.5,600,85/2017,40 KG,1.5,60
43,Rio Pardo,10/2017,28,Bergamota pocã em média maturação para consumo.,400 KG,1.5,600,73/2017,40 KG,1.5,60
43,Rio Pardo,10/2017,28,Bergamota pocã em média maturação para consumo.,400 KG,1.5,600,75/2017,40 KG,1.5,60
43,Rio Pardo,10/2017,28,Bergamota pocã em média maturação para consumo.,400 KG,1.5,600,92/2017,40 KG,1.5,60
